@ NAME             %04s "CORR"
@ TYPE             %04s "CORR"
@ TITLE            %08s "no-title"
@ ORIGIN           %22s "MAD-X 5.02.00 Linux 64"
@ DATE             %08s "10/04/15"
@ TIME             %08s "10.48.50"
* NAME                           PX.OLD             PY.OLD      PX.CORRECTION      PY.CORRECTION 
$ %s                                %le                %le                %le                %le 
 "MCBV.21R5.B2"                       0   -2.807965502e-06                  0   -2.807965502e-06
 "MCBH.20R5.B2"                       0                  0                  0                  0
 "MCBV.19R5.B2"                       0                  0                  0    1.731332042e-06
 "MCBH.18R5.B2"                       0                  0                  0                  0
 "MCBV.17R5.B2"                       0                  0                  0                  0
 "MCBH.16R5.B2"                       0                  0                  0                  0
 "MCBV.15R5.B2"                       0    1.056588069e-05                  0    1.254379679e-05
 "MCBH.14R5.B2"                       0                  0                  0                  0
 "MCBV.13R5.B2"                       0    1.990468428e-05                  0    2.301296825e-05
 "MCBH.12R5.B2"                       0                  0                  0                  0
 "MCBV.11R5.B2"                       0                  0                  0    3.282907419e-06
 "MCBCH.10R5.B2"                      0                  0                  0                  0
 "MCBCV.9R5.B2"                       0                  0                  0    3.942209296e-06
 "MCBCH.8R5.B2"                       0                  0                  0                  0
 "MCBCV.7R5.B2"                       0                  0                  0                  0
 "MCBCH.6R5.B2"                       0                  0                  0                  0
 "MCBCV.5R5.B2"                       0                  0                  0                  0
 "MCBYH.B4R5.B2"                      0                  0                  0                  0
 "MCBYV.4R5.B2"                       0                  0                  0                  0
 "MCBYH.A4R5.B2"                      0                  0                  0                  0
 "MCBXV.3R5"                          0                  0                  0                  0
 "MCBXH.3R5"                          0                  0                  0                  0
 "MCBXV.2R5"                          0                  0                  0                  0
 "MCBXH.2R5"                          0                  0                  0                  0
 "MCBXV.1R5"                          0                  0                  0                  0
